100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
706.6,702.3,650.9,348.9,379.2,585,1116.7,2164.4,3340,7685,14933.6,22156,29370.9,72677,128551,148555
706.6,702.3,650.9,348.9,379.2,585,1116.7,2164.4,3340,7685,14933.6,22156,29370.9,72677,128551,148555
