100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
624.1,550.8,998.5,463.4,700.6,253.1,394.3,753.5,1275.1,3005.7,5922,8908.8,11919.8,29835.1,58959.5,83836.6
1042.8,1037,1010.8,976.1,722.6,194.4,278.5,430.5,720.2,1395.6,2544.2,3541.2,4653.4,11079.1,19176.5,20753.6
