100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
1566,   1863,   2523,   3154,   2845,   5076,   8829,  12686,  16540,  39115,  77003, 114971, 153036, 380769, 760946,1139604
