100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
734,724.6,411.2,268.1,294.8,494,904.5,1827.1,2901.2,6854.9,13723.7,20298,26999.7,66800.6,115858,135551
999.9,967.9,476.3,179.2,199.4,281.8,487.6,925.6,1427.7,2600.9,4967,7109.4,9243.9,19425.4,28614.9,42841.5
