100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
1170,1246.6,1357.6,1524,1677.2,2347,4133.4,5588.2,7027,15601.2,29898,43882.8,56996.9,142040,230630,320357
1170,1246.6,1357.6,1524,1677.2,2347,4133.4,5588.2,7027,15601.2,29898,43882.8,56996.9,142040,230630,320357
