100000,250000,500000,750000,1000000,2500000,5000000,7500000,10000000,25000000,50000000,75000000,100000000,250000000,500000000,750000000
727.3,764.6,508.2,332.7,358.6,547.2,1045.3,2001.7,3051.9,7025.9,13603.4,20192.6,26771.5,66082.5,120904,137255
727.3,764.6,508.2,332.7,358.6,547.2,1045.3,2001.7,3051.9,7025.9,13603.4,20192.6,26771.5,66082.5,120904,137255
